Opportunity_ID,Target,Convertibility,Total_Amount_Sum_USD,Total_Taxable_Amount_USD,Year_Creation,Month_Creation,Year_Delivery,Month_Delivery,Days_Passed,Wait_Time_Days,Delivery_Window,Account_LifeSpan_at_Creation,Account_LifeSpan_at_Modif,Account_LifeSpan_at_Deliv,Wait_Delivery_Cmp,Days_Left_Cmp,Days_Wait_Cmp,USD_Per_Day_Waited,USD_Per_Day_Passed,USD_Per_Account_Day,Product_Price_Mean,Product_Price_Max,Product_Price_Std,Product_Price_Min,Total_TRF,Territory_target,Billing_Country_target,Delivery_Terms_target,Bureaucratic_Code_target,Opportunity_Type_target,Source _target,Region_target,Or,Expiry_Days_Create,Expiry_Days_Modified,Days_Modified_Diff_to_Start_Delivery,Days_Modified_Diff_to_End_Delivery
1574,0,1.0,529978.8,529978.8,2016,5,2016,8,277.0,84.0,91.0,0.0,277.0,84.0,1.0833333333333333,-193.0,0.3285198555956679,6309.271428571429,1913.280866425993,0.0,529978.8,529978.8,,529978.8,1,0.5313336904124264,0.12195121951219512,0.543384260593831,0.26644423260247857,0.5170542635658915,0.509775967413442,0.46282011724776306,0,,,193.0,102.0
1575,0,,,,2016,5,2016,9,209.0,115.0,90.0,0.0,209.0,115.0,0.782608695652174,-94.0,0.430622009569378,,,,,,,,5,0.5313336904124264,0.12195121951219512,0.543384260593831,0.26644423260247857,0.3148148148148148,0.509775967413442,0.46282011724776306,0,,,94.0,4.0
1576,0,1.0,144040.0,144040.0,2016,5,2017,1,248.0,251.0,28.0,0.0,248.0,251.0,0.11155378486055777,3.0,0.11290322580645161,573.8645418326694,580.8064516129032,0.0,144040.0,144040.0,,144040.0,0,0.5313336904124264,0.12195121951219512,0.44560878243512975,0.5931108719052745,0.5170542635658915,0.509775967413442,0.46282011724776306,0,216.0,-32.0,-3.0,-31.0
1577,1,1.131086419753086,3826941.126905431,3826941.126905431,2016,5,2016,10,209.0,147.0,4.0,-77.0,132.0,70.0,0.027210884353741496,-62.0,0.019138755980861243,26033.61310820021,18310.723095241297,-49700.53411565495,1913470.5634527155,3414202.036905431,2122354.803236989,412739.0899999999,8,0.5481481481481482,0.5122324159021406,0.4793542378143434,0.5931108719052745,0.15695415695415696,0.5567010309278351,0.46282011724776306,0,145.0,-64.0,62.0,58.0
1578,1,0.00899041095890411,2526.755,2526.755,2016,5,2016,5,208.0,1.0,0.0,508.0,716.0,509.0,0.0,-207.0,0.0,2526.755,12.147860576923078,4.973927165354331,2526.755,2526.755,,2526.755,0,0.7957166392092258,0.6793048973143759,0.6628571428571428,0.5931108719052745,0.5170542635658915,0.509775967413442,0.6768100734522561,0,21.0,-187.0,207.0,207.0
1579,0,1.0,2549898.0,2549898.0,2016,5,2016,9,216.0,131.0,0.0,427.0,643.0,558.0,0.0,-85.0,0.0,19464.870229007633,11805.083333333334,5971.658079625293,2549898.0,2549898.0,,2549898.0,5,0.5238095238095238,0.47770700636942676,0.44560878243512975,0.26644423260247857,0.15695415695415696,0.509775967413442,0.5536912751677853,0,,,85.0,85.0
1580,0,1.0,2549898.0,2549898.0,2016,5,2016,8,208.0,96.0,0.0,1017.0,1225.0,1113.0,0.0,-112.0,0.0,26561.4375,12259.125,2507.2743362831857,2549898.0,2549898.0,,2549898.0,5,0.5238095238095238,0.47770700636942676,0.44560878243512975,0.26644423260247857,0.15695415695415696,0.509775967413442,0.5536912751677853,0,,,112.0,112.0
1581,0,1.0,2549898.0,2549898.0,2016,5,2016,9,208.0,114.0,0.0,15.0,223.0,129.0,0.0,-94.0,0.0,22367.526315789473,12259.125,169993.2,2549898.0,2549898.0,,2549898.0,5,0.5238095238095238,0.47770700636942676,0.44560878243512975,0.26644423260247857,0.15695415695415696,0.509775967413442,0.5536912751677853,0,,,94.0,94.0
1582,0,1.0,2549898.0,2549898.0,2016,5,2016,10,208.0,159.0,0.0,15.0,223.0,174.0,0.0,-49.0,0.0,16037.094339622641,12259.125,169993.2,2549898.0,2549898.0,,2549898.0,5,0.5238095238095238,0.47770700636942676,0.44560878243512975,0.26644423260247857,0.15695415695415696,0.509775967413442,0.5536912751677853,0,,,49.0,49.0
1583,1,1.0,7541.1,7541.1,2016,5,2016,5,208.0,0.0,21.0,0.0,208.0,0.0,0.0,-208.0,0.10096153846153846,0.0,36.25528846153846,0.0,7541.1,7541.1,,7541.1,0,0.7372013651877133,0.6897689768976898,0.6903669724770642,0.5931108719052745,0.5170542635658915,0.509775967413442,0.5536912751677853,0,21.0,-187.0,208.0,187.0
1584,0,1.1310975609756098,2327445.3125,2327445.3125,2016,5,2017,2,208.0,279.0,32.0,124.0,332.0,403.0,0.11469534050179211,71.0,0.15384615384615385,8342.097894265233,11189.64092548077,18769.720262096773,2327445.3125,2327445.3125,,2327445.3125,5,0.39035087719298245,0.5122324159021406,0.4793542378143434,0.5931108719052745,0.15695415695415696,0.509775967413442,0.46282011724776306,0,171.0,-37.0,-71.0,-103.0
1585,0,1.1311028037383177,525261.52,525261.52,2016,5,2016,10,208.0,146.0,25.0,-50.0,158.0,96.0,0.17123287671232876,-62.0,0.1201923076923077,3597.6816438356163,2525.295769230769,-10505.2304,525261.52,525261.52,,525261.52,1,0.4326923076923077,0.47715736040609136,0.4793542378143434,0.26644423260247857,0.5170542635658915,0.521311475409836,0.46282011724776306,0,30.0,-178.0,62.0,37.0
1586,1,1.1310943396226414,116898.59999999999,116898.59999999999,2016,5,2016,5,208.0,1.0,9.0,68.0,276.0,69.0,9.0,-207.0,0.04326923076923077,116898.59999999999,562.0124999999999,1719.0970588235293,116898.59999999999,116898.59999999999,,116898.59999999999,0,0.5698324022346368,0.5591397849462365,0.4793542378143434,0.5931108719052745,0.7020408163265306,0.509775967413442,0.46282011724776306,0,30.0,-178.0,207.0,198.0
1587,0,1.1310980392156864,264778.74000000005,264778.74000000005,2016,5,2016,5,208.0,20.0,5.0,698.0,906.0,718.0,0.25,-188.0,0.02403846153846154,13238.937000000002,1272.9747115384619,379.33916905444136,264778.74000000005,264778.74000000005,,264778.74000000005,0,0.59375,0.5174129353233831,0.4793542378143434,0.5931108719052745,0.15695415695415696,0.5567010309278351,0.46282011724776306,0,30.0,-178.0,188.0,183.0
1588,0,1.1310925925925923,101238.44249999998,101238.44249999998,2016,5,2016,5,208.0,20.0,6.0,698.0,906.0,718.0,0.3,-188.0,0.028846153846153848,5061.922124999999,486.7232812499999,145.0407485673352,101238.44249999998,101238.44249999998,,101238.44249999998,0,0.59375,0.5174129353233831,0.4793542378143434,0.5931108719052745,0.5170542635658915,0.5567010309278351,0.46282011724776306,0,30.0,-178.0,188.0,182.0
1589,0,1.0,1705000.0,1705000.0,2016,5,2016,7,207.0,54.0,25.0,329.0,536.0,383.0,0.46296296296296297,-153.0,0.12077294685990338,31574.074074074073,8236.71497584541,5182.370820668693,1705000.0,1705000.0,,1705000.0,3,0.5313336904124264,0.45063829787234044,0.543384260593831,0.26644423260247857,0.6871871871871872,0.509775967413442,0.44489629930866204,0,,,153.0,128.0
1590,0,1.1310973451327435,322091.28,322091.28,2016,4,2016,6,242.0,61.0,24.0,984.0,1226.0,1045.0,0.39344262295081966,-181.0,0.09917355371900827,5280.184918032787,1330.955702479339,327.3285365853659,322091.28,322091.28,,322091.28,1,0.2500703451970692,0.5122324159021406,0.44560878243512975,0.5931108719052745,0.5170542635658915,0.509775967413442,0.46282011724776306,0,16.0,-226.0,181.0,157.0
1591,0,1.1310989010989012,310269.62440549454,310269.62440549454,2016,4,2016,11,242.0,215.0,23.0,772.0,1014.0,987.0,0.10697674418604651,-27.0,0.09504132231404959,1443.1145321185793,1282.105885973118,401.9036585563401,310269.62440549454,310269.62440549454,,310269.62440549454,1,0.2951653944020356,0.2616279069767442,0.4793542378143434,0.26644423260247857,0.5170542635658915,0.4388593523441276,0.46282011724776306,0,222.0,-20.0,27.0,4.0
1592,0,1.1310980392156864,145224.505,145224.505,2016,4,2016,6,242.0,61.0,0.0,772.0,1014.0,833.0,0.0,-181.0,0.0,2380.7295901639345,600.1012603305785,188.11464378238344,145224.505,145224.505,,145224.505,0,0.2951653944020356,0.2616279069767442,0.4793542378143434,0.5931108719052745,0.5170542635658915,0.4388593523441276,0.46282011724776306,0,30.0,-212.0,181.0,181.0
1593,0,1.0,13479482.1,13479482.1,2016,4,2017,1,241.0,269.0,89.0,0.0,241.0,269.0,0.3308550185873606,28.0,0.36929460580912865,50109.598884758365,55931.46099585062,0.0,3369870.525,3410849.4,52001.4615331386,3302208.0,24,0.6298405466970387,0.32941176470588235,0.543384260593831,0.5931108719052745,0.5170542635658915,0.4388593523441276,0.44489629930866204,0,99.0,-142.0,-28.0,-117.0
1594,1,0.008990454545454545,5772.770863636363,5772.770863636363,2016,4,2016,4,241.0,12.0,0.0,927.0,1168.0,939.0,0.0,-229.0,0.0,481.0642386363636,23.95340607317993,6.227368784936745,577.2770863636364,3085.524,951.4807067191564,20.67804545454545,0,0.5313336904124264,0.6793048973143759,0.543384260593831,0.5931108719052745,0.6871871871871872,0.6977611940298507,0.6768100734522561,0,1.0,-240.0,229.0,229.0
1595,0,0.008990399999999999,10099.815359999999,10099.815359999999,2016,4,2016,6,344.0,84.0,0.0,353.0,697.0,437.0,0.0,-260.0,0.0,120.23589714285713,29.35992837209302,28.611374957507078,1683.30256,7012.512,2811.842636000944,14.38464,0,0.5313336904124264,0.6793048973143759,0.543384260593831,0.26644423260247857,0.6871871871871872,0.509775967413442,0.6768100734522561,0,,,260.0,260.0
1596,1,1.0,201040.0,201040.0,2016,4,2016,4,241.0,0.0,53.0,685.0,926.0,685.0,0.0,-241.0,0.21991701244813278,0.0,834.1908713692947,293.4890510948905,100520.0,142800.0,59792.949417134456,58240.0,0,0.6666543002108404,0.8568492783132312,0.5701754385964912,0.5931108719052745,0.6871871871871872,0.4388593523441276,0.5536912751677853,0,,,241.0,188.0
1597,0,0.008990399999999999,5162.287679999999,5162.287679999999,2016,4,2016,6,241.0,84.0,0.0,353.0,594.0,437.0,0.0,-157.0,0.0,61.45580571428571,21.420280829875516,14.624044419263454,860.38128,3506.256,1377.4643641119806,39.557759999999995,0,0.5313336904124264,0.6793048973143759,0.543384260593831,0.26644423260247857,0.6871871871871872,0.509775967413442,0.6768100734522561,0,,,157.0,157.0
1598,0,0.008990399999999999,3829.9103999999998,3829.9103999999998,2016,4,2016,6,241.0,84.0,0.0,353.0,594.0,437.0,0.0,-157.0,0.0,45.59417142857143,15.891744398340247,10.849604532577903,638.3184,2103.7536,853.2771542024803,39.557759999999995,0,0.5313336904124264,0.6793048973143759,0.543384260593831,0.26644423260247857,0.6871871871871872,0.509775967413442,0.6768100734522561,0,,,157.0,157.0
1599,0,0.008990399999999999,9555.896159999998,9555.896159999998,2016,4,2016,6,241.0,84.0,0.0,353.0,594.0,437.0,0.0,-157.0,0.0,113.76066857142855,39.651021410788374,27.07052736543909,1365.128022857143,6486.5736,2431.6394483052936,14.38464,0,0.5313336904124264,0.6793048973143759,0.543384260593831,0.26644423260247857,0.6871871871871872,0.509775967413442,0.6768100734522561,0,,,157.0,157.0
1600,0,0.00899038961038961,10131.045292207791,10131.045292207791,2016,4,2016,6,241.0,84.0,0.0,353.0,594.0,437.0,0.0,-157.0,0.0,120.60768205009275,42.03753233281241,28.69984502041867,1447.2921846011134,7043.7455,2539.314612866095,14.384623376623376,0,0.5313336904124264,0.6793048973143759,0.543384260593831,0.26644423260247857,0.6871871871871872,0.509775967413442,0.6768100734522561,0,,,157.0,157.0
1601,0,0.008990399999999999,3339.0345599999996,3339.0345599999996,2016,4,2016,6,241.0,84.0,0.0,353.0,594.0,437.0,0.0,-157.0,0.0,39.750411428571425,13.85491518672199,9.459021416430593,556.50576,1753.128,753.0283046264113,39.557759999999995,0,0.5313336904124264,0.6793048973143759,0.543384260593831,0.26644423260247857,0.6871871871871872,0.509775967413442,0.6768100734522561,0,,,157.0,157.0
1602,1,0.008990441176470588,117684.875,117684.875,2016,4,2016,5,241.0,50.0,0.0,927.0,1168.0,977.0,0.0,-191.0,0.0,2353.6975,488.3189834024896,126.95240021574973,117684.875,117684.875,,117684.875,0,0.7957166392092258,0.6793048973143759,0.6628571428571428,0.5931108719052745,0.5170542635658915,0.6977611940298507,0.6768100734522561,0,22.0,-219.0,191.0,191.0
1603,1,0.008990454545454545,32228.262218181815,32228.262218181815,2016,4,2016,4,241.0,21.0,0.0,927.0,1168.0,948.0,0.0,-220.0,0.0,1534.679153246753,133.72722912108637,34.76619441012062,16114.131109090908,29621.030399999996,19101.640162811174,2607.2318181818177,0,0.5313336904124264,0.6793048973143759,0.543384260593831,0.5931108719052745,0.5170542635658915,0.6977611940298507,0.6768100734522561,0,1.0,-240.0,220.0,220.0
1604,1,1.1311028037383177,118002.3,118002.3,2016,4,2016,5,241.0,46.0,8.0,527.0,768.0,573.0,0.17391304347826086,-195.0,0.03319502074688797,2565.2673913043477,489.63609958506225,223.9132827324478,118002.3,118002.3,,118002.3,0,0.59375,0.5174129353233831,0.4793542378143434,0.5931108719052745,0.6871871871871872,0.4388593523441276,0.46282011724776306,0,16.0,-225.0,195.0,187.0
1605,0,1.1310961538461537,107623.79903846153,107623.79903846153,2016,4,2016,4,241.0,0.0,7.0,38.0,279.0,38.0,0.0,-241.0,0.029045643153526972,0.0,446.57178024257894,2832.2052378542508,53811.89951923076,107046.93999999999,75285.71624138457,576.8590384615384,0,0.2951653944020356,0.2616279069767442,0.5701754385964912,0.26644423260247857,0.5170542635658915,0.5567010309278351,0.46282011724776306,0,,,241.0,234.0
1606,1,1.0,53904.399999999994,53904.4,2016,4,2016,6,241.0,55.0,29.0,69.0,310.0,124.0,0.5272727272727272,-186.0,0.12033195020746888,980.0799999999999,223.66970954356844,781.223188405797,17968.13333333333,26056.8,10134.492724025871,6600.0,0,0.8653846153846154,0.8181818181818182,0.6903669724770642,0.5931108719052745,0.8840579710144928,0.509775967413442,0.5536912751677853,0,,,186.0,157.0
1608,0,1.0,585625.95,585625.95,2016,4,2016,10,826.0,206.0,60.0,960.0,1786.0,1166.0,0.2912621359223301,-620.0,0.07263922518159806,2842.844417475728,708.9902542372881,610.0270312499999,585625.95,585625.95,,585625.95,2,0.5313336904124264,0.45063829787234044,0.543384260593831,0.26644423260247857,0.5170542635658915,0.4388593523441276,0.44489629930866204,0,53.0,-773.0,620.0,560.0
1609,1,0.008990399999999999,7165.348799999999,7165.348799999999,2016,4,2016,4,240.0,5.0,0.0,354.0,594.0,359.0,0.0,-235.0,0.0,1433.0697599999999,29.855619999999995,20.241098305084744,1194.2247999999997,5259.383999999999,2061.4741887000946,39.557759999999995,0,0.5313336904124264,0.6793048973143759,0.543384260593831,0.5931108719052745,0.6871871871871872,0.509775967413442,0.6768100734522561,0,5.0,-235.0,235.0,235.0
1610,1,0.008990399999999999,3759.7852799999996,3759.7852799999996,2016,4,2016,4,240.0,12.0,0.0,354.0,594.0,366.0,0.0,-228.0,0.0,313.31543999999997,15.665771999999999,10.620862372881355,626.63088,2103.7536,860.7585686123908,39.557759999999995,0,0.5313336904124264,0.6793048973143759,0.543384260593831,0.5931108719052745,0.6871871871871872,0.509775967413442,0.6768100734522561,0,5.0,-235.0,228.0,228.0
1611,1,0.008990399999999999,3759.7852799999996,3759.7852799999996,2016,4,2016,4,240.0,11.0,0.0,354.0,594.0,365.0,0.0,-229.0,0.0,341.79866181818176,15.665771999999999,10.620862372881355,626.63088,2103.7536,860.7585686123908,39.557759999999995,0,0.5313336904124264,0.6793048973143759,0.543384260593831,0.5931108719052745,0.6871871871871872,0.509775967413442,0.6768100734522561,0,5.0,-235.0,229.0,229.0
1612,1,0.008990399999999999,11046.50448,11046.50448,2016,4,2016,4,240.0,14.0,0.0,354.0,594.0,368.0,0.0,-226.0,0.0,789.0360342857142,46.027102,31.204814915254236,1578.0720685714284,7889.075999999999,2845.6560641001865,14.38464,0,0.5313336904124264,0.6793048973143759,0.543384260593831,0.5931108719052745,0.6871871871871872,0.509775967413442,0.6768100734522561,0,11.0,-229.0,226.0,226.0
1613,1,0.008990399999999999,3759.7852799999996,3759.7852799999996,2016,4,2016,4,240.0,13.0,0.0,354.0,594.0,367.0,0.0,-227.0,0.0,289.2142523076923,15.665771999999999,10.620862372881355,626.63088,2103.7536,860.7585686123908,39.557759999999995,0,0.5313336904124264,0.6793048973143759,0.543384260593831,0.5931108719052745,0.6871871871871872,0.509775967413442,0.6768100734522561,0,5.0,-235.0,227.0,227.0
1614,1,1.1310961538461537,3749.5837499999993,3749.5837499999993,2016,4,2016,4,240.0,6.0,0.0,92.0,332.0,98.0,0.0,-234.0,0.0,624.9306249999998,15.623265624999997,40.75634510869565,3749.5837499999993,3749.5837499999993,,3749.5837499999993,0,0.5481481481481482,0.5122324159021406,0.4793542378143434,0.5931108719052745,0.5170542635658915,0.5567010309278351,0.46282011724776306,0,7.0,-233.0,234.0,234.0
1615,0,1.0,657737.85,0.0,2016,4,2016,6,791.0,79.0,3.0,0.0,791.0,79.0,0.0379746835443038,-712.0,0.0037926675094816687,8325.795569620253,831.5269911504424,0.0,657737.85,657737.85,,657737.85,1,0.3474903474903475,0.45063829787234044,0.543384260593831,0.5931108719052745,0.5170542635658915,0.509775967413442,0.44489629930866204,0,52.0,-739.0,712.0,709.0
1616,1,1.0,895770.23,895770.23,2016,4,2017,3,349.0,355.0,0.0,31.0,380.0,386.0,0.0,6.0,0.0,2523.296422535211,2566.676876790831,28895.81387096774,895770.23,895770.23,,895770.23,2,0.6298405466970387,0.45063829787234044,0.543384260593831,0.2833333333333333,0.5170542635658915,0.4388593523441276,0.44489629930866204,0,53.0,-296.0,-6.0,-6.0
1617,0,1.1310888888888888,15277843.84,15277843.84,2016,4,2017,4,237.0,355.0,90.0,-105.0,132.0,250.0,0.2535211267605634,118.0,0.379746835443038,43036.179830985915,64463.47611814346,-145503.27466666666,15277843.84,15277843.84,,15277843.84,30,0.2951653944020356,0.5122324159021406,0.4793542378143434,0.26644423260247857,0.15695415695415696,0.5567010309278351,0.46282011724776306,0,,,-118.0,-208.0
1618,0,1.0,25498980.0,25498980.0,2016,4,2016,10,237.0,173.0,91.0,989.0,1226.0,1162.0,0.5260115606936416,-64.0,0.38396624472573837,147392.9479768786,107590.6329113924,25782.58847320526,25498980.0,25498980.0,,25498980.0,50,0.32098765432098764,0.5122324159021406,0.44560878243512975,0.5931108719052745,0.15695415695415696,0.509775967413442,0.5536912751677853,0,,,64.0,-27.0
1619,0,1.0,137093.75,137093.75,2016,4,2016,6,237.0,63.0,0.0,2.0,239.0,65.0,0.0,-174.0,0.0,2176.09126984127,578.454641350211,68546.875,137093.75,137093.75,,137093.75,0,0.5238095238095238,0.47770700636942676,0.46875,0.5931108719052745,0.5170542635658915,0.509775967413442,0.5536912751677853,0,60.0,-177.0,174.0,174.0
1620,0,1.1310909090909091,1454034.33,1454034.33,2016,4,2016,5,237.0,35.0,45.0,129.0,366.0,164.0,1.2857142857142858,-202.0,0.189873417721519,41543.838,6135.165949367089,11271.583953488373,1454034.33,1454034.33,,1454034.33,3,0.5481481481481482,0.5122324159021406,0.4793542378143434,0.5931108719052745,0.15695415695415696,0.509775967413442,0.46282011724776306,0,18.0,-219.0,202.0,157.0
1621,1,0.00899044776119403,26652.362197014925,26652.362197014925,2016,4,2016,4,237.0,14.0,0.0,931.0,1168.0,945.0,0.0,-223.0,0.0,1903.7401569296376,112.45722445997859,28.627671532776503,13326.181098507463,24431.7216,15705.605994694452,2220.6405970149253,0,0.5313336904124264,0.6793048973143759,0.543384260593831,0.5931108719052745,0.5170542635658915,0.6977611940298507,0.6768100734522561,0,8.0,-229.0,223.0,223.0
1622,1,0.008990307692307692,106355.34,106355.34,2016,4,2016,5,237.0,32.0,0.0,931.0,1168.0,963.0,0.0,-205.0,0.0,3323.604375,448.7567088607595,114.23774436090225,106355.34,106355.34,,106355.34,0,0.7957166392092258,0.6793048973143759,0.6628571428571428,0.5931108719052745,0.5170542635658915,0.6977611940298507,0.6768100734522561,0,50.0,-187.0,205.0,205.0
1623,1,0.008990441176470588,117684.875,117684.875,2016,4,2016,6,237.0,56.0,0.0,931.0,1168.0,987.0,0.0,-181.0,0.0,2101.515625,496.5606540084388,126.40695488721805,117684.875,117684.875,,117684.875,0,0.7957166392092258,0.6793048973143759,0.6628571428571428,0.5931108719052745,0.5170542635658915,0.6977611940298507,0.6768100734522561,0,50.0,-187.0,181.0,181.0
1624,1,0.008990441176470588,117684.875,117684.875,2016,4,2016,6,237.0,56.0,0.0,931.0,1168.0,987.0,0.0,-181.0,0.0,2101.515625,496.5606540084388,126.40695488721805,117684.875,117684.875,,117684.875,0,0.7957166392092258,0.6793048973143759,0.6628571428571428,0.5931108719052745,0.5170542635658915,0.6977611940298507,0.6768100734522561,0,50.0,-187.0,181.0,181.0
1625,1,0.008990416666666667,197921.5056,197921.5056,2016,4,2016,7,237.0,81.0,0.0,301.0,538.0,382.0,0.0,-156.0,0.0,2443.475377777778,835.1118379746836,657.5465302325581,197921.5056,197921.5056,,197921.5056,0,0.7957166392092258,0.6793048973143759,0.543384260593831,0.5931108719052745,0.5170542635658915,0.509775967413442,0.6768100734522561,0,50.0,-187.0,156.0,156.0
1626,0,0.7076181818181818,686531.16,686531.16,2016,4,2017,5,715.0,406.0,21.0,-169.0,546.0,237.0,0.05172413793103448,-309.0,0.02937062937062937,1690.9634482758622,960.1834405594406,-4062.314556213018,686531.16,686531.16,,686531.16,2,0.6614853195164075,0.6833631484794276,0.4793542378143434,0.5931108719052745,0.20282622376620973,0.509775967413442,0.5536912751677853,0,202.0,-513.0,309.0,288.0
1627,0,0.7076181818181818,686531.16,686531.16,2016,4,2017,2,715.0,295.0,27.0,-169.0,546.0,126.0,0.09152542372881356,-420.0,0.03776223776223776,2327.224271186441,960.1834405594406,-4062.314556213018,686531.16,686531.16,,686531.16,2,0.6614853195164075,0.6833631484794276,0.4793542378143434,0.26644423260247857,0.20282622376620973,0.509775967413442,0.5536912751677853,0,171.0,-544.0,420.0,393.0
1628,1,0.00899041095890411,31584.4375,31584.4375,2016,4,2016,5,236.0,27.0,4.0,975.0,1211.0,1002.0,0.14814814814814814,-209.0,0.01694915254237288,1169.7939814814815,133.83236228813558,32.39429487179487,31584.4375,31584.4375,,31584.4375,0,0.7957166392092258,0.6793048973143759,0.543384260593831,0.5931108719052745,0.5170542635658915,0.6328217237308147,0.6768100734522561,0,49.0,-187.0,209.0,205.0
1629,0,1.1310961538461537,45877.259999999995,45877.259999999995,2016,4,2016,4,236.0,6.0,11.0,96.0,332.0,102.0,1.8333333333333333,-230.0,0.046610169491525424,7646.209999999999,194.3951694915254,477.88812499999995,45877.259999999995,45877.259999999995,,45877.259999999995,0,0.5481481481481482,0.5122324159021406,0.4793542378143434,0.5931108719052745,0.5170542635658915,0.5567010309278351,0.46282011724776306,0,3.0,-233.0,230.0,219.0
1630,1,1.1310955414012738,114281.3691210191,114281.3691210191,2016,4,2016,4,236.0,13.0,5.0,950.0,1186.0,963.0,0.38461538461538464,-223.0,0.0211864406779661,8790.8745477707,484.24308949584366,120.29617802212537,38093.78970700637,54552.73796178344,16168.25748753034,22232.81396178344,0,0.59375,0.5174129353233831,0.4793542378143434,0.5931108719052745,0.3958333333333333,0.4388593523441276,0.46282011724776306,0,30.0,-206.0,223.0,218.0
1631,0,1.1311041666666668,40760469.75000001,40760469.75000001,2016,4,2016,6,236.0,55.0,267.0,0.0,236.0,55.0,4.8545454545454545,-181.0,1.13135593220339,741099.4500000002,172713.85487288138,0.0,40760469.75000001,40760469.75000001,,40760469.75000001,75,0.1214720483455033,0.47715736040609136,0.4793542378143434,0.5931108719052745,0.5170542635658915,0.521311475409836,0.46282011724776306,0,24.0,-212.0,181.0,-86.0
1632,0,1.1311,1654233.75,1654233.75,2016,4,2016,5,235.0,19.0,4.0,71.0,306.0,90.0,0.21052631578947367,-216.0,0.01702127659574468,87064.93421052632,7039.29255319149,23299.066901408452,1654233.75,1654233.75,,1654233.75,3,0.4166666666666667,0.47715736040609136,0.4793542378143434,0.5931108719052745,0.15695415695415696,0.521311475409836,0.46282011724776306,0,9.0,-226.0,216.0,212.0
1633,1,1.0,7510.0,7510.0,2016,4,2016,4,234.0,4.0,43.0,924.0,1158.0,928.0,10.75,-230.0,0.18376068376068377,1877.5,32.0940170940171,8.127705627705629,3755.0,5390.0,2312.23917448001,2120.0,0,0.3546099290780142,0.37209302325581395,0.6903669724770642,0.5931108719052745,0.5170542635658915,0.509775967413442,0.5536912751677853,0,-181.0,-415.0,230.0,187.0
1634,1,1.0,483600.0,483600.0,2016,4,2016,6,572.0,62.0,37.0,701.0,1273.0,763.0,0.5967741935483871,-510.0,0.06468531468531469,7800.0,845.4545454545455,689.8716119828816,483600.0,483600.0,,483600.0,1,0.45588235294117646,0.42142857142857143,0.44560878243512975,0.5931108719052745,0.5170542635658915,0.4388593523441276,0.5536912751677853,0,169.0,-403.0,510.0,473.0
1635,1,1.131089783281734,241908.298399257,241908.298399257,2016,4,2016,4,234.0,4.0,11.0,992.0,1226.0,996.0,2.75,-230.0,0.04700854700854701,60477.07459981425,1033.7961470053717,243.85917177344456,80636.09946641901,115795.31656346751,30716.335329457204,59011.08044260063,0,0.5481481481481482,0.5122324159021406,0.4793542378143434,0.5931108719052745,0.7020408163265306,0.4388593523441276,0.46282011724776306,0,,,230.0,219.0
1636,0,1.0,14751410.1,14751410.1,2016,4,2017,4,344.0,351.0,90.0,967.0,1311.0,1318.0,0.2564102564102564,7.0,0.2616279069767442,42026.8094017094,42882.00610465116,15254.819131334023,14751410.1,14751410.1,,14751410.1,25,0.6298405466970387,0.45063829787234044,0.543384260593831,0.5931108719052745,0.2222222222222222,0.509775967413442,0.44489629930866204,0,76.0,-268.0,-7.0,-97.0
1637,0,1.0,302636.25,0.0,2016,4,2016,6,233.0,66.0,2.0,343.0,576.0,409.0,0.030303030303030304,-167.0,0.008583690987124463,4585.397727272727,1298.868025751073,882.3214285714286,302636.25,302636.25,,302636.25,0,0.3474903474903475,0.45063829787234044,0.543384260593831,0.5931108719052745,0.5170542635658915,0.509775967413442,0.44489629930866204,0,76.0,-157.0,167.0,165.0
1638,0,0.008990399999999999,4881.7872,4881.7872,2016,4,2016,6,233.0,76.0,0.0,361.0,594.0,437.0,0.0,-157.0,0.0,64.23404210526316,20.951876394849783,13.52295623268698,813.6311999999999,3155.6303999999996,1236.5566240412393,39.557759999999995,0,0.5313336904124264,0.6793048973143759,0.543384260593831,0.26644423260247857,0.6871871871871872,0.509775967413442,0.6768100734522561,0,,,157.0,157.0
1639,1,0.7076142857142858,90150.06,90150.06,2016,4,2016,4,233.0,0.0,15.0,574.0,807.0,574.0,0.0,-233.0,0.06437768240343347,0.0,386.9101287553648,157.0558536585366,90150.06,90150.06,,90150.06,0,0.6614853195164075,0.6833631484794276,0.44560878243512975,0.5931108719052745,0.7020408163265306,0.5567010309278351,0.5536912751677853,0,76.0,-157.0,233.0,218.0
1640,1,0.7076142857142858,90150.06,90150.06,2016,4,2016,4,233.0,0.0,15.0,574.0,807.0,574.0,0.0,-233.0,0.06437768240343347,0.0,386.9101287553648,157.0558536585366,90150.06,90150.06,,90150.06,0,0.6614853195164075,0.6833631484794276,0.44560878243512975,0.5931108719052745,0.7020408163265306,0.5567010309278351,0.5536912751677853,0,76.0,-157.0,233.0,218.0
1641,1,0.7076142857142858,90150.06,90150.06,2016,4,2016,4,233.0,0.0,15.0,574.0,807.0,574.0,0.0,-233.0,0.06437768240343347,0.0,386.9101287553648,157.0558536585366,90150.06,90150.06,,90150.06,0,0.6614853195164075,0.6833631484794276,0.44560878243512975,0.5931108719052745,0.7020408163265306,0.5567010309278351,0.5536912751677853,0,76.0,-157.0,233.0,218.0
